serotype	seq_col	closest_exp	min_distance
2	hDenV2/Colombia/NSA-BROAD-0000024/2005	1982.5	0.81
2	hDenV2/Colombia/NSA-INS-484995/2016	1982.5	1.7
2	hDenV2/Colombia/PUT-INS-423887/2013	1982.5	1.03
2	hDenV2/Colombia/PUT-INS-425334/2013	1982.5	1.03
2	hDenV2/Colombia/PUT-INS-449510/2015	1982.5	0.81
2	hDenV2/Colombia/RIS-INS-449277/2015	1996.653	2.91
2	hDenV2/Colombia/SAN-BROAD-0000030/2004	1982.5	1.7
2	hDenV2/Colombia/SAN-BROAD-0000033/2007	1982.5	0.81
2	hDenV2/Colombia/SAN-BROAD-0000055/2007	1982.5	0.81
2	hDenV2/Colombia/SAN-UIS-0000006/2016	1982.5	2.34
2	hDenV2/Colombia/SAN-UIS-0000032/2016	1982.5	1.7
2	hDenV2/Colombia/SAN-UIS-0000036/2016	1982.5	1.7
2	hDenV2/Colombia/SAN-UIS-02/2005	1982.5	0.81
2	hDenV2/Colombia/SAN-UIS-21/2005	1982.5	0.81
2	hDenV2/Colombia/SAN-UR-00325/2000	1982.5	0.81
2	hDenV2/Colombia/SAN-UR-01220/2001	1982.5	0.81
2	hDenV2/Colombia/SAN-UR-01270/2001	1982.5	0.81
2	hDenV2/Colombia/SAN-UR-01363/2001	1982.5	0.81
2	hDenV2/Colombia/SAN-UR-04080/2004	1982.5	0.81
2	hDenV2/Colombia/SAN-UR-07040/2007	1982.5	1.99
2	hDenV2/Colombia/SAN-UR-07282/2007	1982.5	3.5
2	hDenV2/Colombia/SAN-UR-08017/2008	1982.5	0.81
2	hDenV2/Colombia/SAN-UR-F14080014/2014	1982.5	1.7
2	hDenV2/Colombia/SAN-UR-F14102011/2014	1982.5	1.7
2	hDenV2/Colombia/SAN-UR-F14102012/2014	1982.5	2.15
2	hDenV2/Colombia/SAN-UR-F14110114/2014	1982.5	1.7
2	hDenV2/Colombia/SAN-UR-F14122077/2014	1982.5	1.7
2	hDenV2/Colombia/SAN-UR-F15020239/2015	1982.5	1.7
2	hDenV2/Colombia/SAN-UR-F15050329/2015	1982.5	1.7
2	hDenV2/Colombia/SAN-UR-F15070429/2015	1982.5	1.7
2	hDenV2/Colombia/SAN-UR-G025/2003	1982.5	0.81
2	hDenV2/Colombia/SAN-UR-LV11113714/2010	1982.5	2.57
2	hDenV2/Colombia/SAN-UR-LV141242/2010	1982.5	1.7
2	hDenV2/Colombia/SAN-UR-LV353/2004	1982.5	0.81
2	hDenV2/Colombia/SAN-UR-OC314/2006	1982.5	1.7
2	hDenV2/Colombia/SAN-UR-P200120378/2015	1982.5	0.81
2	hDenV2/Colombia/SAN-UR-P201080038/2014	1982.5	0.81
2	hDenV2/Colombia/SAN-UR-P201080044/2014	1982.5	1.7
2	hDenV2/Colombia/SAN-UR-P204100021/2014	1996.653	1.93
2	hDenV2/Colombia/SAN-UR-P204100028/2015	1996.653	1.93
2	hDenV2/Colombia/SAN-UR-P204100030/2015	1982.5	0.81
2	hDenV2/Colombia/SAN-UR-P204100046/2015	1996.653	1.93
2	hDenV2/Colombia/SAN-Yale-DH158-P2/2006	1982.5	1.7
2	hDenV2/Colombia/TOL-INS-425817/2013	1982.5	1.1
2	hDenV2/Colombia/TOL-INS-427493/2013	1982.5	1.36
2	hDenV2/Colombia/TOL-INS-428702/2014	1982.5	0.81
2	hDenV2/Colombia/TOL-INS-449418/2015	1982.5	0.81
2	hDenV2/Colombia/TOL-INS-479622/2016	1982.5	0.81
2	hDenV2/Colombia/UC-MS106_659/2016	1982.5	1.7
2	hDenV2/Colombia/UC-MS108_658/2016	1982.5	2.28
2	hDenV2/Colombia/UC-MS11_663/2015	1982.5	1.7
2	hDenV2/Colombia/UC-MS129_657/2016	1982.5	1.7
2	hDenV2/Colombia/UC-MS32_662/2015	1982.5	1.7
2	hDenV2/Colombia/UC-MS46_661/2015	1982.5	2.28
2	hDenV2/Colombia/UC-MS77_660/2015	1982.5	2.28
2	hDenV2/Colombia/VAC-LSPVAC-00716-VI/2023	1982.5	1.36
2	hDenV2/Colombia/VAC-LSPVAC-02903-VI/2023	1982.5	1.99
2	hDenV2/Colombia/VAC-LSPVAC-06002-VI/2023	1982.5	1.99
2	hDenV2/Colombia/VAC-LSPVAC-06054-VI/2023	1982.5	2.57
2	hDenV2/Colombia/VAC-LSPVAC-08431-2-VI/2023	1982.5	1.99
2	hDenV2/Colombia/VAC-LSPVAC-08912-2-VI/2023	1982.5	1.99
2	hDenV2/Colombia/VAC-LSPVAC-09410-2-VI/2023	1982.5	1.99
2	hDenV2/Colombia/VAC-LSPVAC-20240902-0028-VIG-VI/2024	2007.241	0.0
2	hDenV2/Colombia/VAC-LSPVAC-20240902-0055-VIG-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-20240902-0178-VIG-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-20240906-0384-VIG-VI/2024	2004.5_3	0.98
2	hDenV2/Colombia/VAC-LSPVAC-20240906-0393-VIG-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-20240906-0401-VIG-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-20240912-0687-VIG/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-20240913-0736-VIG/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-20240913-0785-VIG/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-20240920-1030-VIG/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-20240920-1032-VIG/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-20240924-1095-VIG/2024	1982.5	1.99
2	hDenV2/Colombia/VAC-LSPVAC-20240927-1232-VIG/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2306464/2023	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2306881/2023	1982.5	2.25
2	hDenV2/Colombia/VAC-LSPVAC-2307182/2023	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2401759-VI/2024	1982.5	2.88
2	hDenV2/Colombia/VAC-LSPVAC-2401760/2024	1982.5	3.23
2	hDenV2/Colombia/VAC-LSPVAC-2401890/2024	1982.5	1.99
2	hDenV2/Colombia/VAC-LSPVAC-2402026/2024	1982.5	1.99
2	hDenV2/Colombia/VAC-LSPVAC-2402223/2024	1982.5	2.25
2	hDenV2/Colombia/VAC-LSPVAC-2402318/2024	1982.5	1.99
2	hDenV2/Colombia/VAC-LSPVAC-2403818/2024	1982.5	2.57
2	hDenV2/Colombia/VAC-LSPVAC-2404023/2024	1982.5	1.99
2	hDenV2/Colombia/VAC-LSPVAC-2404285/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2404315/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2404473/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2404593/2024	1982.5	3.55
2	hDenV2/Colombia/VAC-LSPVAC-2404621/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2404626/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2404756/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2404785/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2405056/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2405259/2024	1982.5	1.1
2	hDenV2/Colombia/VAC-LSPVAC-2405317/2024	2004.5_3	0.43
2	hDenV2/Colombia/VAC-LSPVAC-2405372/2024	2007.241	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2405472/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2405501/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2405518/2024	1982.5	1.1
2	hDenV2/Colombia/VAC-LSPVAC-2405522/2024	2004.5_3	0.98
2	hDenV2/Colombia/VAC-LSPVAC-2405558/2024	1982.5	2.25
2	hDenV2/Colombia/VAC-LSPVAC-2405576/2024	1982.5	1.99
2	hDenV2/Colombia/VAC-LSPVAC-2406410-VI/2024	1982.5	2.25
2	hDenV2/Colombia/VAC-LSPVAC-2406559-VI/2024	1982.5	1.36
2	hDenV2/Colombia/VAC-LSPVAC-2406796-VI/2024	1982.5	2.57
2	hDenV2/Colombia/VAC-LSPVAC-2407448-VI/2024	1982.5	2.25
2	hDenV2/Colombia/VAC-LSPVAC-2408056-VI/2024	1982.5	2.25
2	hDenV2/Colombia/VAC-LSPVAC-2409170-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2409196-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2409230-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2409260-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2409289-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2409312-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2409351-VI/2024	2004.5_3	0.58
2	hDenV2/Colombia/VAC-LSPVAC-2409527-VI/2024	2007.241	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2409552-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2409553-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2409645-VI/2024	2007.241	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2409646-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2409697-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2409724-VI/2024	2007.241	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2409968-VI/2024	2007.241	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2409975-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2409978-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2410056-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2410077-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2410092-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2410159-VI/2024	1982.5	1.99
2	hDenV2/Colombia/VAC-LSPVAC-2410276-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2410312-VI/2024	2007.241	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2410404-VI/2024	2004.5_3	0.89
2	hDenV2/Colombia/VAC-LSPVAC-2410537-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2410538-VI/2024	1982.5	1.99
2	hDenV2/Colombia/VAC-LSPVAC-2410552-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2410558-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2410614-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2410628-VI/2024	2004.5_3	0.74
2	hDenV2/Colombia/VAC-LSPVAC-2410639-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2410640-VI/2024	2004.5_3	0.0
2	hDenV2/Colombia/VAC-LSPVAC-2410681-VI/2024	2009.5	1.3
2	hDenV2/Colombia/VID-UEB-2/2023	1982.5	1.99
2	hDenV2/Colombia/VID-UEB-3/2023	1982.5	1.99
2	hDenV2/Colombia/VID-UEB-8/2023	1982.5	1.99
2	hDenV2/Colombia/un-CDC-016/2007	1982.5	0.81
2	hDenV2/Colombia/un-CNIH-422041/2013	1982.5	0.81
2	hDenV2/Colombia/un-CNIH-422091/2013	1982.5	2.25
2	hDenV2/Colombia/un-CNIH-422275/2013	1982.5	2.25
2	hDenV2/Colombia/un-CNIH-422641/2013	1982.5	0.81
2	hDenV2/Colombia/un-CNIH-423887/2013	1982.5	1.03
2	hDenV2/Colombia/un-CNIH-424029/2013	1982.5	2.25
2	hDenV2/Colombia/un-CNIH-425334/2013	1982.5	1.03
2	hDenV2/Colombia/un-CNIH-425817/2013	1982.5	1.1
2	hDenV2/Colombia/un-CNIH-425819/2013	1982.5	1.1
2	hDenV2/Colombia/un-CNIH-427493/2013	1982.5	1.36
2	hDenV2/Colombia/un-CNIH-427516/2013	1982.5	0.81
2	hDenV2/Colombia/un-CNIH-428702/2014	1982.5	0.81
2	hDenV2/Colombia/un-CNIH-434321/2014	1982.5	1.1
2	hDenV2/Colombia/un-CNIH-449308/2015	1996.653	2.91
2	hDenV2/Colombia/un-CNIH-449418/2015	1982.5	0.81
2	hDenV2/Colombia/un-CNIH-449510/2015	1982.5	0.81
2	hDenV2/Colombia/un-CNIH-452018/2015	1996.653	2.91
2	hDenV2/Colombia/un-CNIH-462966/2016	1996.653	1.93
2	hDenV2/Colombia/un-CNIH-484926/2016	1982.5	1.7
2	hDenV2/Colombia/un-CNIH-484928/2016	1982.5	1.7
2	hDenV2/Colombia/un-CNIH-484975/2016	1982.5	0.81
2	hDenV2/Colombia/un-CNIH-484978/2016	1982.5	0.81
2	hDenV2/Colombia/un-CNIH-484995/2016	1982.5	1.7
2	hDenV2/Colombia/un-FUAA-AFI009674/2019	1982.5	2.28
2	hDenV2/Colombia/un-INS-450446/2015	1982.5	2.15
2	hDenV2/Colombia/un-INS-462966/2016	1996.653	1.93
2	hDenV2/Colombia/un-INS-468118/2016	1982.5	1.79
2	hDenV2/Colombia/un-INS-480592/2016	1996.653	2.91
2	hDenV2/Colombia/un-INS-484925/2016	1982.5	1.7
2	hDenV2/Colombia/un-INS-484927/2016	1982.5	3.15
2	hDenV2/Colombia/un-INS-484928/2016	1982.5	1.7
2	hDenV2/Colombia/un-NAMRU-6-FCC00973/2021	1982.5	1.36
2	hDenV2/Colombia/un-NAMRU-6-FCC00974/2021	1982.5	1.36
2	hDenV2/Colombia/un-NAMRU-6-FCC00999/2021	1982.5	1.36
2	hDenV2/Colombia/un-OUCRU-0000012/2013	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000015/2012	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000016/2012	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000029/2012	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000031/2011	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000042/2013	1982.5	2.25
2	hDenV2/Colombia/un-OUCRU-0000044/2014	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000047/2013	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000050/2013	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000051/2012	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000058/2012	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000062/2013	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000064/2013	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000065/2013	1982.5	1.7
2	hDenV2/Colombia/un-OUCRU-0000066/2013	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000067/2013	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000071/2013	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000072/2012	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000073/2013	1982.5	1.7
2	hDenV2/Colombia/un-OUCRU-0000077/2013	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000078/2013	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000080/2012	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000085/2012	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000086/2012	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000091/2012	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000094/2012	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000097/2012	1982.5	1.7
2	hDenV2/Colombia/un-OUCRU-0000098/2013	1982.5	1.99
2	hDenV2/Colombia/un-OUCRU-0000104/2013	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000107/2012	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-0000109/2013	1982.5	1.7
2	hDenV2/Colombia/un-OUCRU-0000113/2012	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-201214/2013	1982.5	2.15
2	hDenV2/Colombia/un-OUCRU-201233/2012	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-20129/2012	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-259/2012	1982.5	0.81
2	hDenV2/Colombia/un-OUCRU-260/2013	1982.5	2.15
2	hDenV2/Colombia/un-OUCRU-261/2012	1982.5	0.81
2	hDenV2/Colombia/un-UDEA-015/2005	1982.5	0.81
2	hDenV2/Colombia/un-UDEA-051/2005	1982.5	0.81
2	hDenV2/Colombia/un-UDEA-053/2005	1982.5	1.7
2	hDenV2/Colombia/un-UDEA-080/2004	1982.5	1.7
2	hDenV2/Colombia/un-UDEA-095/2005	1982.5	1.7
2	hDenV2/Colombia/un-UDEA-109/2005	1982.5	1.7
2	hDenV2/Colombia/un-UDEA-1114/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-1120/2022	2004.5_3	0.21
2	hDenV2/Colombia/un-UDEA-1125/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-1127/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-1142/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-1145/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-1146/2022	2004.5_3	0.89
2	hDenV2/Colombia/un-UDEA-1147/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-1153/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-1160/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-121063/2010	1982.5	1.7
2	hDenV2/Colombia/un-UDEA-122129/2010	1982.5	1.7
2	hDenV2/Colombia/un-UDEA-1262/2023	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-14025/2002	1982.5	1.79
2	hDenV2/Colombia/un-UDEA-141242/2010	1982.5	1.7
2	hDenV2/Colombia/un-UDEA-16173/2002	1982.5	0.81
2	hDenV2/Colombia/un-UDEA-17942/2002	1982.5	0.81
2	hDenV2/Colombia/un-UDEA-18975/2001	1982.5	0.81
2	hDenV2/Colombia/un-UDEA-200/2005	1982.5	1.7
2	hDenV2/Colombia/un-UDEA-210/2005	1982.5	0.81
2	hDenV2/Colombia/un-UDEA-2395/2022	2004.5_3	0.89
2	hDenV2/Colombia/un-UDEA-253/2007	1982.5	0.81
2	hDenV2/Colombia/un-UDEA-311057/2010	1982.5	0.81
2	hDenV2/Colombia/un-UDEA-338/2007	1982.5	0.81
2	hDenV2/Colombia/un-UDEA-35H/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-3986/2007	1982.5	0.81
2	hDenV2/Colombia/un-UDEA-427305/2013	1982.5	0.81
2	hDenV2/Colombia/un-UDEA-446765/2015	1982.5	2.21
2	hDenV2/Colombia/un-UDEA-449277/2015	1996.653	2.91
2	hDenV2/Colombia/un-UDEA-450433/2015	1982.5	2.15
2	hDenV2/Colombia/un-UDEA-450614/2015	1982.5	1.79
2	hDenV2/Colombia/un-UDEA-456521/2016	1982.5	1.79
2	hDenV2/Colombia/un-UDEA-468118/2016	1996.653	1.93
2	hDenV2/Colombia/un-UDEA-6075/2006	1982.5	0.81
2	hDenV2/Colombia/un-UDEA-8496/2007	1982.5	0.81
2	hDenV2/Colombia/un-UDEA-AC37/2015	1982.5	1.99
2	hDenV2/Colombia/un-UDEA-AC79/2015	1982.5	0.81
2	hDenV2/Colombia/un-UDEA-LET1170/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1172/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1181/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1184/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1185/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1191/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1193/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1198/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1199/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1202/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1205/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1206/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1208/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1209/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1222/2022	2004.5_3	0.89
2	hDenV2/Colombia/un-UDEA-LET1225/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1232/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1235/2022	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1251/2023	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1259/2023	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1260/2023	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1266/2023	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1268/2023	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1269/2023	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1270/2023	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1275/2023	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1282/2023	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1286/2023	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-LET1287/2023	2004.5_3	0.0
2	hDenV2/Colombia/un-UDEA-MIT1084/2005	1982.5	0.81
2	hDenV2/Colombia/un-UDEA-MIT1086/2005	1982.5	1.7
2	hDenV2/Colombia/un-UDEA-MIT1116/2007	1982.5	0.81
2	hDenV2/Colombia/un-UDEA-MIT1130/2001	1982.5	0.81
2	hDenV2/Colombia/un-UDEA-MIT1134/2007	1982.5	0.81
2	hDenV2/Colombia/un-UNICORDOBA-34/2021	1982.5	1.99
2	hDenV2/Colombia/un-Yale-DH158/2006	1982.5	1.7
2	hDenV2/Colombia/un-Yale-DN02326/2023	1982.5	2.25
2	hDenV2/Colombia/un-Yale-DN02338/2023	1982.5	2.25
2	hDenV2/Colombia/un-Yale-DN02356/2023	1982.5	2.57
2	hDenV2/Colombia/un-Yale-DN02366/2023	1982.5	1.99
2	hDenV2/Colombia/un-Yale-DN02370/2023	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02372/2023	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02409/2023	1982.5	1.99
2	hDenV2/Colombia/un-Yale-DN02410/2023	1982.5	1.99
2	hDenV2/Colombia/un-Yale-DN02417/2023	1982.5	1.99
2	hDenV2/Colombia/un-Yale-DN02428/2023	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02431/2023	1982.5	1.99
2	hDenV2/Colombia/un-Yale-DN02434/2023	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02444/2023	1982.5	1.99
2	hDenV2/Colombia/un-Yale-DN02466/2023	1982.5	2.25
2	hDenV2/Colombia/un-Yale-DN02473/2023	2007.241	0.0
2	hDenV2/Colombia/un-Yale-DN02485/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02494/2024	1982.5	1.1
2	hDenV2/Colombia/un-Yale-DN02516/2024	1982.5	2.25
2	hDenV2/Colombia/un-Yale-DN02518/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02519/2024	1982.5	1.36
2	hDenV2/Colombia/un-Yale-DN02520/2024	1982.5	1.99
2	hDenV2/Colombia/un-Yale-DN02524/2024	1982.5	2.25
2	hDenV2/Colombia/un-Yale-DN02525/2024	1982.5	1.1
2	hDenV2/Colombia/un-Yale-DN02534/2024	1982.5	1.36
2	hDenV2/Colombia/un-Yale-DN02538/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02542/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02543/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02547/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02554/2024	1982.5	1.99
2	hDenV2/Colombia/un-Yale-DN02565/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02566/2024	1982.5	1.99
2	hDenV2/Colombia/un-Yale-DN02567/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02568/2024	1982.5	2.25
2	hDenV2/Colombia/un-Yale-DN02572/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02574/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02692/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02693/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02702/2024	1982.5	2.57
2	hDenV2/Colombia/un-Yale-DN02710/2024	1982.5	2.25
2	hDenV2/Colombia/un-Yale-DN02712/2024	1982.5	1.99
2	hDenV2/Colombia/un-Yale-DN02714/2024	1982.5	1.99
2	hDenV2/Colombia/un-Yale-DN02715/2024	1982.5	1.99
2	hDenV2/Colombia/un-Yale-DN02719/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02720/2024	2007.241	0.0
2	hDenV2/Colombia/un-Yale-DN02724/2024	1982.5	1.99
2	hDenV2/Colombia/un-Yale-DN02726/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02729/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02731/2024	1982.5	2.25
2	hDenV2/Colombia/un-Yale-DN02732/2024	2007.241	0.0
2	hDenV2/Colombia/un-Yale-DN02734/2024	1982.5	1.99
2	hDenV2/Colombia/un-Yale-DN02736/2024	2007.241	0.0
2	hDenV2/Colombia/un-Yale-DN02737/2024	2007.241	0.0
2	hDenV2/Colombia/un-Yale-DN02742/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02745/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02746/2024	1982.5	1.99
2	hDenV2/Colombia/un-Yale-DN02747/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02753/2024	1982.5	1.99
2	hDenV2/Colombia/un-Yale-DN02755/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02758/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02762/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02766/2024	2007.241	0.0
2	hDenV2/Colombia/un-Yale-DN02767/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02768/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02770/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02784/2024	1982.5	1.36
2	hDenV2/Colombia/un-Yale-DN02786/2024	2007.241	0.0
2	hDenV2/Colombia/un-Yale-DN02787/2024	2007.241	0.0
2	hDenV2/Colombia/un-Yale-DN02788/2024	2004.5_3	0.0
